article:ID;author:string[];author-aux:string;author-orcid:string[];booktitle:string;cdate:date;cdrom:string;cite:string[];cite-label:string[];crossref:string;editor:string[];editor-orcid:string[];ee:string[];ee-type:string[];i:string[];journal:string;key:string;mdate:date;month:string;note:string[];note-label:string;note-type:string[];number:string;pages:string;publisher:string;publnr:string;publtype:string;sub:string[];sup:string[];title:string;title-bibtex:string;tt:string[];url:string;volume:string;year:int
619142;Anand Raghunathan|Shubham Jain|Sumeet Kumar Gupta;;0000-0001-5609-9722|0000-0002-2291-7712|0000-0002-4624-564X;;;;;;;;;https://doi.org/10.1109/TVLSI.2020.2993045;;;IEEE Trans. Very Large Scale Integr. Syst.;journals/tvlsi/JainGR20;2021-10-14;;;;;7;1567-1577;;;;;;TiM-DNN: Ternary In-Memory Accelerator for Deep Neural Networks.;;;db/journals/tvlsi/tvlsi28.html#JainGR20;28;2020
619728;David Declercq|Francisco Garcia-Herrero|Javier Valls|Jesus Omar Lacruz;;0000-0002-6641-2003|0000-0002-9390-5022;;;;;;;;;https://doi.org/10.1109/TVLSI.2014.2344113;;;IEEE Trans. Very Large Scale Integr. Syst.;journals/tvlsi/LacruzGDV15;2020-03-11;;;;;9;1783-1792;;;;;;Simplified Trellis Min-Max Decoder Architecture for Nonbinary Low-Density Parity-Check Codes.;;;db/journals/tvlsi/tvlsi23.html#LacruzGDV15;23;2015
624958;Ali A. Safaei|Mostafa S. Haghjoo;;;;;;;;;;;https://doi.org/10.1007/s11227-011-0621-5;;;J. Supercomput.;journals/tjs/SafaeiH12;2020-05-22;;;;;3;619-641;;;;;;Dispatching stream operators in parallel execution of continuous queries.;;;db/journals/tjs/tjs61.html#SafaeiH12;61;2012
625286;Hong Shen 0001|Piyush Maheshwari|Sam Lor;;;;;;;;;;;https://doi.org/10.1023/A:1008171232465;;;J. Supercomput.;journals/tjs/ShenLM01;2020-05-22;;;;;2;115-139;;;;;;An Architecture-Independent Graphical Tool for Automatic Contention-Free Process-to-Processor Mapping.;;;db/journals/tjs/tjs18.html#ShenLM01;18;2001
626707;Federico Peinado|Pablo Gervás|Raquel Hervás|Virginia Francisco;;0000-0003-2900-9992|0000-0003-4906-9837;;;;;;;;;https://doi.org/10.1007/s10579-011-9140-5;;;Lang. Resour. Evaluation;journals/lre/FranciscoHPG12;2020-03-05;;;;;3;341-381;;;;;;EmoTales: creating a corpus of folk tales with emotional annotations.;;;db/journals/lre/lre46.html#FranciscoHPG12;46;2012
629805;Aihua Wu 0007|Chen Liu 0024|Chong Li|Faguo Liang|Peng Luan|Xingchang Fu|Yibang Wang;;0000-0001-5654-0039|0000-0002-3089-9868|0000-0002-6115-018X|0000-0002-7651-189X|0000-0003-3705-1306;;;;;;;;;https://doi.org/10.1109/TIM.2019.2929671;;;IEEE Trans. Instrum. Meas.;journals/tim/WuFLLWLL20;2021-12-25;;;;;6;2837-2844;;;;;;Optimal Design of Passive Devices for Verifying On-Wafer Noise Parameter Measurement Systems.;;;db/journals/tim/tim69.html#WuFLLWLL20;69;2020
634600;Fabrizio Russo;;;;;;;;;;;https://doi.org/10.1109/19.799647;;;IEEE Trans. Instrum. Meas.;journals/tim/Russo99;2020-06-08;;;;;5;915-920;;;;;;Evolutionary neural fuzzy systems for noise cancellation in image data.;;;db/journals/tim/tim48.html#Russo99;48;1999
635688;Anik Kumar Samanta|Arunava Naha|Aurobinda Routray|Swanand R. Khare;;0000-0001-9137-5323|0000-0002-1175-8015|0000-0002-7112-8269|0000-0003-2750-6768;;;;;;;;;https://doi.org/10.1109/TIM.2020.3047433;;;IEEE Trans. Instrum. Meas.;journals/tim/SamantaRKN21;2021-01-26;;;;;;1-11;;;;;;Minimum Distance-Based Detection of Incipient Induction Motor Faults Using Rayleigh Quotient Spectrum of Conditioned Vibration Signal.;;;db/journals/tim/tim70.html#SamantaRKN21;70;2021
637771;Eric Costard|Isabelle Ribet-Mohamed|Linda Höglund|Marcel Caes|Maxence Guénin|Philippe Christol|Vignesh Arounassalame;;0000-0001-6210-7581|0000-0001-7721-3280|0000-0002-0198-9389|0000-0002-2948-872X|0000-0002-5208-204X|0000-0003-1771-2701|0000-0003-2308-2187;;;;;;;;;https://doi.org/10.1109/TIM.2020.3024406;;;IEEE Trans. Instrum. Meas.;journals/tim/ArounassalameGC21;2020-12-17;;;;;;1-8;;;;;;Robust Evaluation of Long-Term Stability of an InAs/GaSb Type II Superlattice Midwave Infrared Focal Plane Array.;;;db/journals/tim/tim70.html#ArounassalameGC21;70;2021
641403;S. M. Iftekharul Alam|Sonia Fahmy;;0000-0003-2870-7166;;;;;;;;;https://doi.org/10.1016/j.adhoc.2013.12.001;;;Ad Hoc Networks;journals/adhoc/AlamF14;2021-05-19;;;;;;28-45;;;;;;A practical approach for provenance transmission in wireless sensor networks.;;;db/journals/adhoc/adhoc16.html#AlamF14;16;2014
648046;Ernst Schmautzer|Mike Alexander Lagler;;;;;;;;;;;https://doi.org/10.1007/s00502-017-0549-4;;;Elektrotech. Informationstechnik;journals/ei/SchmautzerL17;2020-06-04;;;;;8;459-460;;;;;;Neue Anforderungen an die Mittelspannungs- und Niederspannungs-Stromversorgung im städtischen und ländlichen Raum.;;;db/journals/ei/ei134.html#SchmautzerL17;134;2017
648900;Elizabeth F. Churchill;;;;;;;;;;;https://doi.org/10.1145/3292029;;;Interactions;journals/interactions/Churchill19;2019-05-10;;;;;1;24-25;;;;;;Designing recommendations.;;;db/journals/interactions/interactions26.html#Churchill19;26;2019
649669;Jennifer Bruer;;;;;;;;;;;https://doi.org/10.1145/301153.301157;;;Interactions;journals/interactions/Bruer99g;2018-11-06;;;;;3;7-8;;;;;;What's happening.;;;db/journals/interactions/interactions6.html#Bruer99g;6;1999
650969;Kaisa Väänänen-Vainio-Mattila|Satu Ruuska;;;;;;;;;;;https://doi.org/10.1145/312683.312697;;;Interactions;journals/interactions/Vaananen-Vainio-MattilaR99;2018-11-06;;;;;5;23-26;;;;;;Design: Designing mobile phones and communicators for consumer needs at Nokia.;;;db/journals/interactions/interactions6.html#Vaananen-Vainio-MattilaR99;6;1999
656887;Abdullah Ozkanlar|Aurora E. Clark;;0000-0001-9381-721X;;;;;;;;;https://doi.org/10.1002/jcc.23506|https://www.wikidata.org/entity/Q54483046;;;J. Comput. Chem.;journals/jcc/OzkanlarC14;2020-10-26;;;;;6;495-505;;;;;;ChemNetworks: A complex network analysis tool for chemical systems.;;;db/journals/jcc/jcc35.html#OzkanlarC14;35;2014
658230;Chris Oostenbrink|Manuela Maurer|Michael M. H. Graf;;0000-0001-9837-4411|0000-0002-4232-2556;;;;;;;;;https://doi.org/10.1002/jcc.24488|https://www.wikidata.org/entity/Q28820935;;;J. Comput. Chem.;journals/jcc/GrafMO16;2021-10-14;;;;;29;2597-2605;;;;;;Free-energy calculations of residue mutations in a tripeptide using various methods to overcome inefficient sampling.;;;db/journals/jcc/jcc37.html#GrafMO16;37;2016
659944;David J. Huggins;;0000-0003-1579-2496;;;;;;;;;https://doi.org/10.1002/jcc.22971|https://www.wikidata.org/entity/Q38642871;;;J. Comput. Chem.;journals/jcc/Huggins12;2020-04-01;;;;;15;1383-1392;;;;;;Benchmarking the thermodynamic analysis of water molecules around a model beta sheet.;;;db/journals/jcc/jcc33.html#Huggins12;33;2012
670932;Hari Sundaram|Himel Dev|Karrie Karahalios;;0000-0003-3315-6055;;;;;;;;;https://doi.org/10.1145/3359222;;;Proc. ACM Hum. Comput. Interact.;journals/pacmhci/DevKS19;2020-09-05;;;;;CSCW;120:1-120:27;;;;;;Quantifying Voter Biases in Online Platforms: An Instrumental Variable Approach.;;;db/journals/pacmhci/pacmhci3.html#DevKS19;3;2019
674734;Chao Wen|Guohua Geng|Jinye Peng|Jun Feng|Junli Liang|Zhan Li;;;;;;;;;;;https://doi.org/10.1016/j.patrec.2013.11.013;;;Pattern Recognit. Lett.;journals/prl/LiGFPWL14;2020-02-22;;;;;;19-26;;;;;;Multiple instance learning based on positive instance selection and bag structure construction.;;;db/journals/prl/prl40.html#LiGFPWL14;40;2014
677980;Christos Theoharatos|Dimitris Kastaniotis|George Economou|Ilias Theodorakopoulos|Spiros Fotopoulos;;0000-0001-9938-0768|0000-0002-9392-8902;;;;;;;;;https://doi.org/10.1016/j.patrec.2015.06.020;;;Pattern Recognit. Lett.;journals/prl/KastaniotisTTEF15;2021-04-09;;;;;;327-335;;;;;;A framework for gait-based recognition using Kinect.;;;db/journals/prl/prl68.html#KastaniotisTTEF15;68;2015
679978;Beatrice Lazzerini|Francesco Marcelloni|Leonardo Maria Reyneri;;0000-0002-5086-4734;;;;;;;;;https://doi.org/10.1016/S0167-8655(97)00039-1;;;Pattern Recognit. Lett.;journals/prl/LazzeriniMR97;2020-12-29;;;;;6;583-594;;;;;;Beatrix: A self-learning system for off-line recognition of handwritten texts.;;;db/journals/prl/prl18.html#LazzeriniMR97;18;1997
680709;B. B. Chaudhuri 0001|M. V. Rao|Malay Kumar Kundu;;;;;;;;;;;https://doi.org/10.1016/0167-8655(86)90039-5;;;Pattern Recognit. Lett.;journals/prl/KunduRC86;2021-07-16;;;;;6;421-426;;;;;;An efficient modified block coding technique.;;;db/journals/prl/prl4.html#KunduRC86;4;1986
687951;Jiabao Dong|Lei Ren 0001|Li Zhao|M. Jamal Deen|Xiaokang Wang|Zihao Meng;;0000-0001-6346-6930|0000-0002-0981-6204|0000-0002-6390-0933|0000-0002-6934-8422|0000-0003-3027-8567;;;;;;;;;https://doi.org/10.1109/TII.2020.3008223;;;IEEE Trans. Ind. Informatics;journals/tii/RenDWMZD21;2021-03-23;;;;;5;3478-3487;;;;;;A Data-Driven Auto-CNN-LSTM Prediction Model for Lithium-Ion Battery Remaining Useful Life.;;;db/journals/tii/tii17.html#RenDWMZD21;17;2021
689888;Nina F. Thornhill|Pål Orten|Stig Petersen|Waqas Ikram;;0000-0001-5604-8335;;;;;;;;;https://doi.org/10.1109/TII.2014.2310594;oa;;IEEE Trans. Ind. Informatics;journals/tii/IkramPOT14;2020-05-21;;;;;2;978-990;;;;;;Adaptive Multi-Channel Transmission Power Control for Industrial Wireless Instrumentation.;;;db/journals/tii/tii10.html#IkramPOT14;10;2014
691123;Gangyi Jiang|Guangjun Zhang|Hui Yuan 0001|Sam Kwong|Yun Zhang 0002|Zhaoqing Pan;;0000-0001-7484-7261|0000-0001-9457-7801;;;;;;;;;https://doi.org/10.1109/TII.2015.2491646;;;IEEE Trans. Ind. Informatics;journals/tii/ZhangKZPYJ15;2021-10-14;;;;;6;1492-1504;;;;;;Low Complexity HEVC INTRA Coding for High-Quality Mobile Video Communication.;;;db/journals/tii/tii11.html#ZhangKZPYJ15;11;2015
697098;Colin Eden|Susan Howick;;0000-0002-0796-7981|0000-0002-6449-2046;;;;;;;;;https://doi.org/10.1057/palgrave.jors.2601720;;;J. Oper. Res. Soc.;journals/jors/HowickE04;2020-06-08;;;;;6;598-605;;;;;;On the nature of discontinuities in system dynamics modelling of disrupted projects.;;;db/journals/jors/jors55.html#HowickE04;55;2004
697280;John M. Norman|Stephen R. Clarke;;;;;;;;;;;https://doi.org/10.1057/jors.2009.54|https://www.wikidata.org/entity/Q60608499;;;J. Oper. Res. Soc.;journals/jors/NormanC10;2020-06-08;;;;;6;980-986;;;;;;Optimal batting orders in cricket.;;;db/journals/jors/jors61.html#NormanC10;61;2010
698119;Fernando A. F. Ferreira|Marjan S. Jalali|Mark A. Sunderman|Ronald W. Spahr;;;;;;;;;;;https://doi.org/10.1080/01605682.2017.1390535;;;J. Oper. Res. Soc.;journals/jors/FerreiraSSJ18;2020-06-08;;;;;8;1269-1285;;;;;;A prioritisation index for blight intervention strategies in residential real estate.;;;db/journals/jors/jors69.html#FerreiraSSJ18;69;2018
698689;Ron Goldman 0002|Xuhui Wang;;0000-0002-3937-0717;;;;;;;;;https://doi.org/10.1016/j.cagd.2013.04.002|https://www.wikidata.org/entity/Q57756654;;;Comput. Aided Geom. Des.;journals/cagd/Wang013;2020-02-22;;;;;7;623-635;;;;;;μ-Bases for complex rational curves.;;;db/journals/cagd/cagd30.html#Wang013;30;2013
698719;A. A. Ligun|A. A. Shumeiko|Erik D. Goodman|Stephen P. Radzevich;;0000-0002-2419-0692;;;;;;;;;https://doi.org/10.1016/S0167-8396(98)00004-1;;;Comput. Aided Geom. Des.;journals/cagd/LigunSRG98;2020-10-26;;;;;5;495-506;;;;;;Asymptotically optimum recovery of smooth contours by Bézier curve.;;;db/journals/cagd/cagd15.html#LigunSRG98;15;1998
701653;Alicia Lamarche|Kellie Bresz|Lenny Jones|Maria Markovich;;;;;;;;;;;http://math.colgate.edu/~integers/q43/q43.Abstract.html;oa;;Integers;journals/int/BreszJLM16;2020-03-19;;;;;;A43;;;;;;A Problem Related to a Conjecture of Polignac.;;;db/journals/int/int16.html#BreszJLM16;16;2016
703245;Daniel C. Cohen|Michael J. Falk;;;;;;;;;;;https://doi.org/10.1016/j.aam.2020.102130;;;Adv. Appl. Math.;journals/aam/CohenF21;2021-03-23;;;;;;102130;;;;;;On graphic arrangement groups.;;;db/journals/aam/aam126.html#CohenF21;126;2021
707739;Amira Saif|Brandford Bervell|Hanan Aldowah|Irfan Naufal Umar|Samar Ghazal;;;;;;;;;;;https://doi.org/10.1504/IJBIS.2020.111650;;;Int. J. Bus. Inf. Syst.;journals/ijbis/AldowahUGBS20;2020-12-15;;;;;4;439-458;;;;;;Examining the effect of lecturers' demographic variables on the challenges facing the use of e-learning in a university context.;;;db/journals/ijbis/ijbis35.html#AldowahUGBS20;35;2020
717080;Aresh Dadlani|Masoud Shafiee|Roohollah Barzamini;;0000-0001-6841-9682;;;;;;;;;https://doi.org/10.1016/j.comcom.2011.08.010;;;Comput. Commun.;journals/comcom/BarzaminiSD12;2020-02-20;;;;;2;170-178;;;;;;Adaptive generalized minimum variance congestion controller for dynamic TCP/AQM networks.;;;db/journals/comcom/comcom35.html#BarzaminiSD12;35;2012
717414;G. F. Zhao|Kin Mun Lye;;;;;;;;;;;https://doi.org/10.1016/0140-3664(94)90095-7;;;Comput. Commun.;journals/comcom/ZhaoL94;2021-11-11;;;;;9;677-683;;;;;;Synchronization protocol for high quality and single-point playout multimedia applications.;;;db/journals/comcom/comcom17.html#ZhaoL94;17;1994
722570;K. R. Ramakrishnan|S. Hemanth Kumar;;;;;;;;;;;https://doi.org/10.1007/s11042-018-6327-4;;;Multim. Tools Appl.;journals/mta/KumarR19;2020-05-11;;;;;6;6529-6558;;;;;;Depth compression via planar segmentation.;;;db/journals/mta/mta78.html#KumarR19;78;2019
728145;Jonghun Park|Sangjin Lee;;;;;;;;;;;https://doi.org/10.1007/s11042-011-0850-x;;;Multim. Tools Appl.;journals/mta/LeeP13;2020-05-11;;;;;1;7-26;;;;;;Topic based photo set retrieval using user annotated tags.;;;db/journals/mta/mta64.html#LeeP13;64;2013
728611;Ran Hu|Xiaolong Li 0001|Zongming Guo;;;;;;;;;;;https://doi.org/10.1007/s11042-017-4604-2;;;Multim. Tools Appl.;journals/mta/HuLG18;2020-05-11;;;;;6;6863-6882;;;;;;Decorrelated local binary patterns for efficient texture classification.;;;db/journals/mta/mta77.html#HuLG18;77;2018
731207;Hwang Byongsu|Jo Jonghyon|Ri Cholsu;;;;;;;;;;;https://doi.org/10.1007/s11042-018-6362-1;;;Multim. Tools Appl.;journals/mta/ByongsuJC19;2020-05-11;;;;;2;2587-2598;;;;;;An improved multi-directional interpolation for spatial error concealment.;;;db/journals/mta/mta78.html#ByongsuJC19;78;2019
731996;Guoyi Zhao|Li Guo 0012|Li-Jun Ma|Lixin Gao 0001|Yong Zhang;;0000-0001-6100-3481|0000-0001-6223-9867;;;;;;;;;https://doi.org/10.1109/TCBB.2018.2882377|https://www.wikidata.org/entity/Q93367995;;;IEEE ACM Trans. Comput. Biol. Bioinform.;journals/tcbb/ZhaoGZGM20;2020-10-11;;;;;4;1211-1221;;;;;;Identifying TF Binding Motifs from a Partial Set of Target Genes and its Application to Regulatory Network Inference.;;;db/journals/tcbb/tcbb17.html#ZhaoGZGM20;17;2020
732511;Fangfei Li|Yang Tang;;0000-0001-7978-8125;;;;;;;;;http://doi.ieeecomputersociety.org/10.1109/TCBB.2016.2555302|https://doi.org/10.1109/TCBB.2016.2555302|https://www.wikidata.org/entity/Q47999383;;;IEEE ACM Trans. Comput. Biol. Bioinform.;journals/tcbb/LiT17;2020-09-06;;;;;3;740-745;;;;;;Robust Reachability of Boolean Control Networks.;;;db/journals/tcbb/tcbb14.html#LiT17;14;2017
733619;Ching-Pin Kao|Vincent Shin-Mu Tseng;;;;;;;;;;;http://doi.acm.org/10.1145/1100863.1100953;;;IEEE ACM Trans. Comput. Biol. Bioinform.;journals/tcbb/TsengK05;2020-09-06;;;;;4;355-365;;;;;;Efficiently Mining Gene Expression Data via a Novel Parameterless Clustering Method.;;;db/journals/tcbb/tcbb2.html#TsengK05;2;2005
745770;Giancarlo Mauri;;;;;;;;;;;http://ercim-news.ercim.eu/en85/special/introduction-to-the-special-theme-molecular-and-cellular-computing;oa;;ERCIM News;journals/ercim/Mauri11;2019-05-22;;;;;85;11;;;informal;;;Introduction to the Special theme - Molecular and Cellular Computing.;;;db/journals/ercim/ercim2011.html#Mauri11;2011;2011
745801;Anna Tonazzini|Muhammad Hanif 0001;;;;;;;;;;;https://ercim-news.ercim.eu/en111/special/restoration-of-ancient-documents-using-sparse-image-representation;oa;;ERCIM News;journals/ercim/HanifT17;2019-10-29;;;;;111;;;;informal;;;Restoration of Ancient Documents Using Sparse Image Representation.;;;db/journals/ercim/ercim2017.html#HanifT17;2017;2017
757503;Michail Panteleyev|Sergey Lebedev;;0000-0002-0045-6310;;;;;;;;;https://doi.org/10.4018/IJERTCS.2017010101;;;Int. J. Embed. Real Time Commun. Syst.;journals/ijertcs/LebedevP17;2022-01-03;;;;;1;1-17;;;;;;Ontology-Driven Situation Assessment System Design and Development in IoT Domains.;;;db/journals/ijertcs/ijertcs8.html#LebedevP17;8;2017
757999;Maurice Herlihy;;;;;;;;;;;https://doi.org/10.1145/6306.6308;;;ACM Trans. Comput. Syst.;journals/tocs/Herlihy86;2018-11-06;;;;;1;32-53;;;;;;A Quorum-Consensus Replication Method for Abstract Data Types.;;;db/journals/tocs/tocs4.html#Herlihy86;4;1986
759867;Ahmed F. Ghonaim|Emad M. Abo-Eldahab;;;;;;;;;;;https://doi.org/10.1016/S0096-3003(02)00128-5;;;Appl. Math. Comput.;journals/amc/Abo-EldahabG03;2020-02-21;;;;;2-3;323-336;;;;;;Convective heat transfer in an electrically conducting micropolar fluid at a stretching surface with uniform free stream.;;;db/journals/amc/amc137.html#Abo-EldahabG03;137;2003
762310;Hanquan Wang|Junliang Lu|Wen Gao 0003|Xiu Ma;;;;;;;;;;;https://doi.org/10.1016/j.amc.2016.10.037;;;Appl. Math. Comput.;journals/amc/WangMLG17;2020-02-21;;;;;;131-144;;;;;;An efficient time-splitting compact finite difference method for Gross-Pitaevskii equation.;;;db/journals/amc/amc297.html#WangMLG17;297;2017
764170;Hiroshi Nakazato|Mao-Ting Chien;;;;;;;;;;;https://doi.org/10.1016/j.amc.2014.01.067;;;Appl. Math. Comput.;journals/amc/ChienN14;2020-02-21;;;;;;178-182;;;;;;Reduction of joint c-numerical ranges.;;;db/journals/amc/amc232.html#ChienN14;232;2014
764868;Biao Wang|Bo Gao|Mingjing Du|Xiaohua Qiao|Yulan Wang;;;;;;;;;;;https://doi.org/10.1016/j.amc.2018.10.085;;;Appl. Math. Comput.;journals/amc/DuQWWG19;2020-02-21;;;;;;15-21;;;;;;A novel method for numerical simulation of sand motion model in beach formation based on fractional Taylor-Jumarie series expansion and piecewise interpolation technique.;;;db/journals/amc/amc347.html#DuQWWG19;347;2019
768536;Chun-Cheng Peng|George D. Magoulas;;0000-0003-1884-0772;;;;;;;;;https://doi.org/10.1016/j.amc.2010.12.012;;;Appl. Math. Comput.;journals/amc/PengM11;2020-02-21;;;;;12;5421-5441;;;;;;Nonmonotone BFGS-trained recurrent neural networks for temporal sequence processing.;;;db/journals/amc/amc217.html#PengM11;217;2011
769731;Bin Zhou 0001|Guang-Ren Duan 0001|Yong Wang|Zhao-Yan Li;;;;;;;;;;;https://doi.org/10.1016/j.amc.2010.05.086;;;Appl. Math. Comput.;journals/amc/LiWZD10a;2020-07-08;;;;;2;521-536;;;;;;On unified concepts of detectability and observability for continuous-time stochastic systems.;;;db/journals/amc/amc217.html#LiWZD10a;217;2010
769984;Aurora Hermoso-Carazo|Josefa Linares-Pérez|María Isabel Sánchez-Rodríguez|Seiichi Nakamori;;0000-0001-8120-2162|0000-0002-6853-555X|0000-0003-0657-7823;;;;;;;;;https://doi.org/10.1016/S0096-3003(03)00707-0|https://www.wikidata.org/entity/Q59552593;;;Appl. Math. Comput.;journals/amc/NakamoriHLS04;2020-02-21;;;;;1;239-255;;;;;;Fixed-interval smoothing problem from uncertain observations with correlated signal and noise.;;;db/journals/amc/amc154.html#NakamoriHLS04;154;2004
770016;H. M. Srivastava 0001;;;;;;;;;;;https://doi.org/10.1016/S0096-3003(97)10145-X;;;Appl. Math. Comput.;journals/amc/Srivastava98;2020-03-10;;;;;1;1-15;;;;;;Further series representations for ζ(2n + 1).;;;db/journals/amc/amc97.html#Srivastava98;97;1998
770891;Pedro Galán del Sastre|Rodolfo Bermejo;;;;;;;;;;;https://doi.org/10.1016/j.amc.2019.05.011;;;Appl. Math. Comput.;journals/amc/BermejoS19;2020-02-21;;;;;;398-420;;;;;;An implicit-explicit Runge-Kutta-Chebyshev finite element method for the nonlinear Lithium-ion battery equations.;;;db/journals/amc/amc361.html#BermejoS19;361;2019
771240;Ching-Ter Chang;;;;;;;;;;;https://doi.org/10.1016/j.amc.2004.07.014;;;Appl. Math. Comput.;journals/amc/Chang05c;2020-02-21;;;;;1;508-515;;;;;;Fractional programming with absolute-value functions: a fuzzy goal programming approach.;;;db/journals/amc/amc167.html#Chang05c;167;2005
775081;Cristian S. Calude|Hélia Guerra|José Félix Costa;;0000-0002-0345-9904|0000-0002-4130-417X|0000-0002-8711-6799;;;;;;;;;https://doi.org/10.1016/j.amc.2012.07.041|https://www.wikidata.org/entity/Q57001509;;;Appl. Math. Comput.;journals/amc/CaludeCG12;2020-02-21;;;;;1;1-2;;;;;;"Preface to the Special Issue on Physics and Computation ""Towards a Computational Interpretation of Physical Theories"".";;;db/journals/amc/amc219.html#CaludeCG12;219;2012
777409;Guangdeng Zong|Jun Cheng 0004|Ticao Jiao|Wenhai Qi;;0000-0001-6498-5580|0000-0001-9323-4321|0000-0002-9065-0802;;;;;;;;;https://doi.org/10.1016/j.amc.2018.12.069;;;Appl. Math. Comput.;journals/amc/QiZCJ19;2020-02-21;;;;;;139-152;;;;;;Robust finite-time stabilization for positive delayed semi-Markovian switching systems.;;;db/journals/amc/amc351.html#QiZCJ19;351;2019
781142;Hanseok Ko|Heungkyu Lee;;;;;;;;;;;https://doi.org/10.1016/j.specom.2005.05.014;;;Speech Commun.;journals/speech/LeeK06;2020-02-22;;;;;1;28-44;;;;;;Competing models-based text-prompted speaker independent verification algorithm.;;;db/journals/speech/speech48.html#LeeK06;48;2006
783055;Ioannis P. Vlahavas|Nick Bassiliades;;0000-0001-6035-1038;;;;;;;;;https://doi.org/10.4018/jswis.2006040102;;;Int. J. Semantic Web Inf. Syst.;journals/ijswis/BassiliadesV06;2017-06-14;;;;;2;24-90;;;;;;R-DEVICE: An Object-Oriented Knowledge Base for RDF Metadata.;;;db/journals/ijswis/ijswis2.html#BassiliadesV06;2;2006
784547;Toshiaki Miyazaki|Yasuyuki Maruyama;;;;;;;;;;;http://search.ieice.org/bin/summary.php?id=e104-b_4_455;;;IEICE Trans. Commun.;journals/ieicetb/MaruyamaM21;2021-05-17;;;;;4;455-462;;;;;;Hand-Held System to Find Victims with Smartphones in Disaster Environment.;;;db/journals/ieicetb/ieicetb104.html#MaruyamaM21;104-B;2021
785820;Takio Kurita;;0000-0003-3982-6750;;;;;;;;;http://search.ieice.org/bin/summary.php?id=e92-d_7_1337&category=D&year=2009&lang=E&abst=|https://doi.org/10.1587/transinf.E92.D.1337;;;IEICE Trans. Inf. Syst.;journals/ieicet/Kurita09;2020-09-05;;;;;7;1337;;;;;;Foreword.;;;db/journals/ieicet/ieicet92d.html#Kurita09;92-D;2009
786841;Hiroshi Hirayama|Kunio Sakakibara|Nobuyoshi Kikuma|Yuki Ikeno;;;;;;;;;;;http://search.ieice.org/bin/summary.php?id=e93-b_10_2545|https://doi.org/10.1587/transcom.E93.B.2545;;;IEICE Trans. Commun.;journals/ieicet/IkenoSKH10;2020-04-11;;;;;10;2545-2553;;;;;;Narrow-Wall-Slotted Hollow-Waveguide Array Antenna Using Partially Parallel Feeding System in Millimeter-Wave Band.;;;db/journals/ieicet/ieicet93b.html#IkenoSKH10;93-B;2010
790921;Lin-Zhi Shen 0001;;0000-0001-8556-9877;;;;;;;;;http://search.ieice.org/bin/summary.php?id=e102-a_10_1416|https://doi.org/10.1587/transfun.E102.A.1416;;;IEICE Trans. Fundam. Electron. Commun. Comput. Sci.;journals/ieicet/Shen19;2021-10-14;;;;;10;1416-1419;;;;;;New Asymptotically Optimal Optical Orthogonal Signature Pattern Codes from Cyclic Codes.;;;db/journals/ieicet/ieicet102a.html#Shen19;102-A;2019
797040;Dongwoo Kim 0001|Jung-Bin Kim;;;;;;;;;;;https://doi.org/10.1093/ietcom/e91-b.12.4085;;;IEICE Trans. Commun.;journals/ieicet/KimK08g;2020-04-11;;;;;12;4085-4088;;;;;;Exact and Closed-Form Outage Probability of Opportunistic Single Relay Selection in Decode-and-Forward Relaying.;;;db/journals/ieicet/ieicet91b.html#KimK08g;91-B;2008
797530;Chengjie Zang|Shinji Kimura;;;;;;;;;;;http://search.ieice.org/bin/summary.php?id=e92-a_6_1454&category=A&year=2009&lang=E&abst=|https://doi.org/10.1587/transfun.E92.A.1454;;;IEICE Trans. Fundam. Electron. Commun. Comput. Sci.;journals/ieicet/ZangK09;2020-04-11;;;;;6;1454-1463;;;;;;Finite Input-Memory Automaton Based Checker Synthesis of SystemVerilog Assertions for FPGA Prototyping.;;;db/journals/ieicet/ieicet92a.html#ZangK09;92-A;2009
799550;Keisuke Eguchi|Masaru Chibashi|Mitsuhiro Tanihata|Shinpei Nakagawa|Takao Waho;;;;;;;;;;;https://doi.org/10.1093/ietele/e89-c.7.979;;;IEICE Trans. Electron.;journals/ieicet/EguchiCNTW06;2020-04-11;;;;;7;979-984;;;;;;A Design of Continuous-Time Delta-Sigma Modulators Using a Fully-Differential Resonant-Tunneling Comparator.;;;db/journals/ieicet/ieicet89c.html#EguchiCNTW06;89-C;2006
800910;Si-Hwan Sung|Won-Cheol Lee;;;;;;;;;;;https://doi.org/10.1093/ietfec/e89-a.6.1761;;;IEICE Trans. Fundam. Electron. Commun. Comput. Sci.;journals/ieicet/SungL06;2020-04-11;;;;;6;1761-1765;;;;;;Multiuser Temporal Resource Allocation Scheme Using Link Layer Effective Capacity for QoS Provisioning Systems.;;;db/journals/ieicet/ieicet89a.html#SungL06;89-A;2006
802441;Eiji Taniguchi|Keiichi Sadahiro|Kenichi Maeda|Kenji Itoh|Mitsuhiro Shimozawa|Noriharu Suematsu|Tadashi Takagi|Takayuki Ikushima|Tamotsu Nishino|Yoji Isota;;;;;;;;;;;https://doi.org/10.1093/ietele/e89-c.4.473;;;IEICE Trans. Electron.;journals/ieicet/ShimozawaMTSINSIIT06;2020-04-11;;;;;4;473-481;;;;;;An Even Harmonic Quadrature Mixer with a Simple Filter Configuration and an Integrated LTCC Module for W-CDMA Direct Conversion Receiver.;;;db/journals/ieicet/ieicet89c.html#ShimozawaMTSINSIIT06;89-C;2006
